Id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,EducationYears,Passport,Exited
1739,Azubuike,678,France,Male,32.0,4,139626.01,1,1.0,1.0,118235.52,12.9,24561283,1
1740,Chukwukadibia,616,France,Female,43.0,7,95984.21,1,0.0,1.0,115262.54,13.3,25025572,1
1741,Pinto,506,EEUU,Female,40.0,3,0.0,1,1.0,1.0,144345.58,12.3,28752470,0
1742,Wei,798,EEUU,Male,28.0,3,0.0,2,1.0,0.0,2305.27,9.0,24905628,0
1743,Schwartz,675,EEUU,Male,54.0,2,0.0,1,1.0,0.0,149583.67,15.1,19920804,1
1744,Buccho,676,EEUU,Female,61.0,8,0.0,2,1.0,1.0,118522.73,13.5,24855378,0
1745,Marino,579,France,Female,64.0,6,145215.43,1,1.0,1.0,164083.72,16.8,13327316,0
1746,Bruce,670,EEUU,Female,39.0,8,101928.51,1,0.0,0.0,89205.54,10.4,27854862,0
1747,Booth,701,Italy,Female,21.0,9,0.0,2,1.0,1.0,26327.42,9.2,12638282,0
1748,Ch'in,569,EEUU,Male,35.0,10,124525.52,1,1.0,1.0,193793.78,14.0,11705630,0
1749,Fleming,476,EEUU,Female,34.0,10,0.0,2,1.0,0.0,26260.98,9.8,18757011,0
1750,Lavrentiev,754,EEUU,Female,45.0,6,0.0,1,1.0,0.0,73881.68,11.8,21355042,1
1751,Bogle,627,France,Female,39.0,5,124586.93,1,1.0,0.0,93132.61,12.4,12858095,1
1752,Grave,838,EEUU,Female,34.0,8,0.0,2,1.0,0.0,27472.07,8.9,28100398,0
1753,Griffen,816,Italy,Male,67.0,6,151858.98,1,1.0,1.0,72814.31,12.9,20739766,0
1754,Thomas,745,EEUU,Female,28.0,6,0.0,2,1.0,0.0,154389.18,9.5,11873499,0
1755,Graham,586,France,Male,42.0,6,126704.49,2,1.0,0.0,41682.3,11.7,28799515,0
1756,Uspenskaya,590,Italy,Female,44.0,3,139432.37,1,1.0,0.0,62222.81,12.8,23385905,0
1757,Edmund la Touche,720,France,Male,46.0,3,97042.6,1,1.0,1.0,133516.51,12.3,25703411,1
1758,Giordano,639,France,Male,38.0,5,130170.82,1,1.0,1.0,149599.62,10.3,24400337,0
1759,Y?an,494,EEUU,Female,33.0,1,137853.0,1,0.0,1.0,90273.85,12.4,25374535,0
1760,Napolitani,747,EEUU,Female,21.0,4,81025.6,2,1.0,0.0,167682.57,9.4,15274985,0
1761,Chukwufumnanya,668,Italy,Female,30.0,8,0.0,2,1.0,0.0,138465.7,11.1,18195350,0
1762,McKenzie,695,EEUU,Male,37.0,2,0.0,2,1.0,1.0,99692.65,11.6,14760745,0
1763,Ni,804,Italy,Male,33.0,7,76548.6,1,0.0,1.0,98453.45,12.5,26233941,0
1764,Manfrin,466,France,Male,41.0,2,152102.18,2,1.0,0.0,181879.56,13.6,15525576,0
1765,Davide,756,Italy,Male,30.0,2,145127.85,1,0.0,0.0,7554.68,8.8,28238648,0
1766,Bevington,697,EEUU,Female,48.0,1,0.0,2,1.0,1.0,87400.53,10.8,12410383,0
1767,Maruff,792,EEUU,Female,28.0,4,130142.79,1,1.0,0.0,38190.78,9.0,28359212,0
1768,Tsui,646,EEUU,Male,50.0,0,104129.24,2,1.0,0.0,181794.86,14.4,21620645,1
1769,Ts'ao,710,Italy,Male,35.0,1,106518.52,1,1.0,1.0,127951.81,13.0,27283524,0
1770,Yermakova,619,Italy,Male,38.0,3,96143.47,1,0.0,0.0,98994.92,12.4,23071545,0
1771,Ball,533,France,Male,43.0,4,80442.06,2,0.0,1.0,12537.42,11.3,14007769,0
1772,Robertson,643,France,Male,33.0,7,98630.31,2,1.0,1.0,40250.82,10.8,28388175,0
1773,Ferri,625,EEUU,Female,39.0,5,0.0,2,1.0,0.0,32615.21,12.8,20994309,0
1774,Alexandrova,558,Italy,Male,45.0,4,0.0,1,1.0,0.0,131807.14,14.3,20853567,0
1775,Hu,680,Italy,Female,58.0,8,0.0,2,1.0,1.0,65708.5,14.7,11512514,0
1776,Rozhkova,774,Italy,Male,46.0,9,0.0,2,1.0,1.0,34774.26,11.6,12253112,0
1777,Osborne,725,EEUU,Male,46.0,6,0.0,2,1.0,0.0,161767.38,14.4,14468882,0
1778,Larson,564,France,Female,62.0,5,114931.35,3,0.0,1.0,18260.98,13.1,12698698,1
1779,Campbell,527,EEUU,Female,32.0,7,0.0,2,1.0,1.0,44099.75,12.0,16524484,0
1780,Cartwright,636,EEUU,Female,39.0,3,118336.14,1,1.0,0.0,184691.77,13.5,18950800,0
1781,North,684,EEUU,Female,27.0,9,122550.05,2,0.0,1.0,137835.82,9.4,21300235,0
1782,Cambage,650,EEUU,Male,37.0,9,0.0,2,1.0,0.0,17974.08,10.9,10970044,0
1783,Obiuto,850,EEUU,Male,34.0,6,0.0,1,0.0,1.0,52796.31,12.7,19481941,0
1784,Hamilton,592,EEUU,Female,34.0,9,0.0,2,1.0,1.0,20460.2,9.2,28424565,0
1785,Jarvis,679,EEUU,Male,36.0,1,97234.58,1,1.0,0.0,188997.08,10.8,25722918,0
1786,Alaniz,818,France,Male,43.0,10,105301.5,1,1.0,1.0,78941.59,10.6,25175251,0
1787,Zuev,609,EEUU,Male,25.0,10,0.0,1,0.0,1.0,109895.16,10.7,10641019,0
1788,Landor,751,EEUU,Male,31.0,8,0.0,2,0.0,0.0,17550.49,10.6,22575389,0
1789,Chia,490,Italy,Female,38.0,3,97266.1,1,1.0,1.0,92797.23,12.7,19781713,0
1790,Chukwuhaenye,614,EEUU,Female,41.0,3,123475.04,1,1.0,1.0,179227.52,11.8,20683943,0
1791,Pisano,405,EEUU,Male,39.0,10,0.0,1,1.0,0.0,160810.85,12.5,14376149,1
1792,Kang,823,EEUU,Male,37.0,5,164858.18,1,1.0,1.0,173516.71,13.7,10172407,0
1793,Greathouse,818,EEUU,Female,49.0,2,0.0,1,0.0,1.0,192298.84,15.5,18844815,1
1794,Pearson,536,Italy,Female,28.0,4,0.0,1,1.0,1.0,136197.65,10.7,24356385,0
1795,Morrison,666,EEUU,Male,30.0,7,109805.3,1,0.0,1.0,163625.56,10.0,22851218,0
1796,Manning,842,EEUU,Male,29.0,8,0.0,2,1.0,1.0,123437.05,9.2,26680599,0
1797,Korovina,539,EEUU,Female,22.0,0,100885.93,2,1.0,1.0,38772.65,8.0,22586662,0
1798,Schatz,748,EEUU,Female,34.0,8,0.0,2,1.0,0.0,53584.03,10.1,18654160,0
1799,Perez,508,EEUU,Male,49.0,1,93817.41,2,1.0,1.0,132468.76,14.1,18225083,1
1800,Locke,591,Italy,Male,39.0,8,0.0,2,0.0,0.0,42392.24,11.2,12299888,0
1801,Wu,723,EEUU,Male,48.0,7,0.0,2,1.0,1.0,150694.58,11.6,15441847,0
1802,Robertson,480,EEUU,Male,40.0,6,148790.61,1,0.0,1.0,79329.7,10.5,23077500,0
1803,Calabresi,559,EEUU,Female,43.0,1,0.0,2,1.0,1.0,196645.87,11.5,21254509,0
1804,Woods,522,EEUU,Female,34.0,3,0.0,2,1.0,1.0,3894.34,8.7,24566661,0
1805,Okorie,665,Italy,Female,51.0,8,0.0,1,1.0,1.0,38928.48,14.0,15007576,1
1806,Pai,758,Italy,Male,40.0,3,0.0,2,0.0,0.0,96097.65,12.7,16804807,0
1807,Eddy,602,Italy,Male,30.0,9,113672.18,2,0.0,0.0,102135.92,9.2,18804166,0
1808,Ugonna,715,EEUU,Male,23.0,7,139224.92,2,1.0,0.0,65057.71,8.1,22224350,0
1809,Howe,561,EEUU,Male,37.0,1,100443.36,2,0.0,1.0,101693.73,13.1,24710540,0
1810,Sutherland,422,EEUU,Male,41.0,6,153238.88,1,1.0,0.0,11663.09,12.7,27023306,0
1811,Fraser,736,Italy,Female,26.0,4,135889.13,1,1.0,1.0,165692.03,9.3,26749806,0
1812,Li,744,EEUU,Female,44.0,3,0.0,2,1.0,1.0,189016.14,13.7,13631955,0
1813,Pinto,608,Italy,Male,45.0,4,0.0,2,0.0,0.0,36697.48,12.9,10705682,1
1814,Torreggiani,626,France,Male,27.0,4,115084.53,2,0.0,1.0,26907.43,8.8,14635773,0
1815,Udinesi,770,France,Male,45.0,4,110765.68,1,1.0,0.0,26163.74,11.5,11478719,1
1816,Tochukwu,670,EEUU,Female,41.0,10,0.0,3,1.0,0.0,81602.02,12.7,15069351,0
1817,Robertson,671,EEUU,Female,31.0,7,41299.03,1,0.0,1.0,102681.32,10.3,10662143,0
1818,Kuo,630,EEUU,Male,55.0,2,0.0,1,1.0,1.0,106202.07,14.4,22323804,1
1819,Mackay,675,EEUU,Male,39.0,7,0.0,2,0.0,1.0,36267.21,9.6,10661531,0
1820,Smith,729,EEUU,Male,67.0,2,94203.8,1,0.0,1.0,102391.06,14.7,18243497,0
1821,Dyer,570,EEUU,Female,29.0,4,153040.03,1,1.0,1.0,131363.57,9.7,22930675,1
1822,Houghton,621,Italy,Female,40.0,7,0.0,2,0.0,1.0,131283.6,12.2,10584241,1
1823,Charlton,523,EEUU,Male,61.0,8,66250.71,1,1.0,1.0,21859.06,11.5,13749581,0
1824,Hale,743,EEUU,Male,43.0,5,0.0,2,0.0,0.0,113079.19,14.1,26356189,1
1825,Barber,469,Italy,Male,35.0,5,0.0,2,1.0,0.0,186490.37,11.0,24041662,0
1826,Sopuluchukwu,739,EEUU,Female,36.0,0,0.0,2,0.0,0.0,133465.57,12.9,15735532,0
1827,Sokolova,849,EEUU,Female,41.0,9,115465.28,1,1.0,0.0,103174.5,10.7,23146114,0
1828,Page,555,EEUU,Male,30.0,1,0.0,2,0.0,0.0,88146.86,12.4,27184097,0
1829,Greece,769,EEUU,Female,40.0,9,133871.05,1,1.0,1.0,50568.02,10.1,10712009,0
1830,Ward,435,EEUU,Male,54.0,3,0.0,1,1.0,0.0,156910.46,12.1,27488933,1
1831,Miller,468,Italy,Male,28.0,3,0.0,2,1.0,0.0,170661.02,12.8,16915472,0
1832,Martin,554,EEUU,Female,43.0,10,0.0,2,1.0,0.0,149629.13,14.3,10642400,1
1833,Alekseyeva,559,Italy,Male,67.0,9,125919.35,1,1.0,0.0,175910.95,15.4,27259977,1
1834,Wade,579,EEUU,Female,27.0,9,0.0,2,1.0,0.0,126838.7,12.8,23300990,0
1835,Maxwell,615,France,Male,24.0,8,108528.07,2,0.0,0.0,179488.41,12.5,12210352,1
1836,Jackson,624,EEUU,Female,23.0,5,0.0,2,0.0,0.0,132418.59,11.5,11299701,0
1837,Liu,643,EEUU,Male,30.0,5,94443.77,1,1.0,1.0,165614.4,10.9,20061368,0
1838,Hs?,744,EEUU,Female,38.0,9,0.0,2,0.0,0.0,20940.76,11.5,11029555,0
1839,Duncan,731,Italy,Male,46.0,10,0.0,2,1.0,0.0,153015.42,13.5,12526796,0
1840,Ponomaryova,691,EEUU,Female,29.0,9,0.0,2,0.0,0.0,199635.93,12.1,17547882,0
1841,Bracewell,522,France,Female,25.0,5,94049.92,2,1.0,0.0,103269.0,12.4,11638524,0
1842,Trentini,702,Italy,Female,35.0,8,14262.8,2,1.0,0.0,54689.16,9.9,26445483,0
1843,Du Cane,685,Italy,Female,43.0,6,117302.62,1,0.0,0.0,68701.73,12.5,24345687,0
1844,O'Donnell,850,EEUU,Female,28.0,9,0.0,2,1.0,1.0,164864.67,10.5,17772199,0
1845,Walker,735,EEUU,Male,34.0,1,141796.43,1,1.0,0.0,45858.49,9.5,24720316,0
1846,Huang,538,EEUU,Female,38.0,8,88758.95,2,0.0,0.0,28226.15,9.1,28806439,1
1847,Johnson,382,Italy,Male,36.0,0,0.0,1,1.0,1.0,179540.73,13.1,22468940,1
1848,Lazareva,577,EEUU,Female,46.0,1,0.0,1,1.0,1.0,158750.53,11.3,19091213,0
1849,Lucchesi,597,Italy,Female,46.0,4,0.0,2,1.0,0.0,58667.16,12.2,18868781,1
1850,Wallace,557,Italy,Male,34.0,3,0.0,1,0.0,1.0,123427.98,11.7,13054524,0
1851,Ko,634,France,Male,37.0,3,111432.77,2,1.0,1.0,167032.49,12.7,28722715,0
1852,Shubin,782,EEUU,Male,32.0,9,0.0,1,1.0,1.0,87566.97,10.8,18001917,0
1853,Gallo,584,EEUU,Male,49.0,8,172713.44,1,1.0,0.0,113860.81,14.0,18382351,0
1854,Stevens,585,EEUU,Male,56.0,4,138227.19,2,1.0,1.0,55287.84,14.8,10622033,0
1855,Edwards,668,EEUU,Male,38.0,10,86977.96,1,0.0,1.0,37094.75,12.4,18333264,0
1856,McMillan,680,France,Male,44.0,0,129974.79,2,1.0,1.0,33391.38,12.4,27908011,0
1857,Onyekaozulu,489,EEUU,Female,47.0,8,103894.38,2,1.0,1.0,107625.46,13.1,23271468,0
1858,Moretti,578,EEUU,Male,46.0,5,113226.47,1,1.0,0.0,56770.76,13.2,20286265,0
1859,Doherty,688,Italy,Female,24.0,3,0.0,2,1.0,1.0,102195.16,11.9,19068003,0
1860,Chidozie,549,France,Male,54.0,5,92877.33,1,1.0,0.0,2619.64,14.1,21184958,1
1861,Miller,850,France,Female,70.0,1,96947.58,3,1.0,0.0,62282.99,12.9,26934204,1
1862,Pruneda,815,Italy,Female,39.0,6,0.0,1,1.0,1.0,85167.88,10.2,14718454,0
1863,Ford,766,France,Male,27.0,5,126285.73,1,1.0,0.0,177614.17,9.6,22463582,1
1864,Gill,713,Italy,Male,38.0,6,116980.78,2,0.0,1.0,76038.38,11.8,14838406,0
1865,Cross,710,EEUU,Male,43.0,9,128284.45,1,1.0,0.0,32996.89,9.8,28528002,1
1866,Duncan,597,Italy,Male,24.0,0,108058.07,2,1.0,1.0,187826.11,10.5,15896087,0
1867,McMorran,777,France,Male,44.0,3,124655.59,2,0.0,1.0,79792.3,13.2,14807749,0
1868,Vassiliev,667,Italy,Male,39.0,7,167557.12,1,1.0,1.0,41183.02,10.0,21060387,0
1869,Pisani,590,Italy,Female,34.0,6,0.0,2,1.0,0.0,171021.44,13.5,23965053,0
1870,Sabbatini,746,EEUU,Male,37.0,2,0.0,2,1.0,0.0,143194.05,12.2,25582565,0
1871,Frolov,623,EEUU,Female,24.0,7,148167.83,2,1.0,1.0,109470.34,9.7,12807634,0
1872,Uvarova,687,Italy,Male,35.0,8,100988.39,2,1.0,0.0,22247.27,10.4,13968541,0
1873,Macleod,721,EEUU,Male,54.0,5,0.0,2,1.0,1.0,4493.12,11.1,20996887,0
1874,Windsor,601,EEUU,Female,26.0,8,78892.23,1,1.0,1.0,23703.52,10.8,26456934,0
1875,Tseng,583,France,Male,27.0,4,105907.42,2,1.0,1.0,195732.04,10.7,17681677,0
1876,Muir,597,EEUU,Male,41.0,4,153198.23,1,1.0,1.0,92090.36,11.6,27932823,0
1877,Schroeder,701,EEUU,Male,30.0,3,156660.72,2,1.0,0.0,45742.42,9.8,25766122,0
1878,Slone,662,EEUU,Male,34.0,2,117731.79,2,0.0,1.0,55120.79,9.9,23815064,0
1879,Ch'eng,796,EEUU,Male,30.0,2,137262.71,2,1.0,0.0,62905.29,9.2,28567608,0
1880,Zaytseva,593,France,Female,41.0,4,119703.1,2,1.0,1.0,109783.29,13.7,22850660,0
1881,Wyatt,755,France,Female,45.0,7,135643.0,1,0.0,0.0,143619.52,13.5,28335772,1
1882,Hung,691,EEUU,Female,44.0,6,134066.1,2,1.0,1.0,197572.41,12.5,10144285,0
1883,Toscani,601,EEUU,Female,46.0,3,98202.76,1,0.0,0.0,137763.93,12.4,24247801,0
1884,Alexandrova,740,EEUU,Female,37.0,9,0.0,2,1.0,1.0,73225.31,9.4,28615805,0
1885,Allingham,743,EEUU,Male,39.0,6,0.0,2,1.0,0.0,44265.28,11.6,20151198,0
1886,Espinosa,614,EEUU,Male,36.0,1,118311.76,1,1.0,0.0,146134.68,10.6,21082712,0
1887,Gibson,680,France,Female,48.0,8,115115.38,1,1.0,0.0,139558.6,11.3,15814471,1
1888,Ross,685,Italy,Male,40.0,7,74896.92,1,1.0,0.0,198694.2,13.2,20025550,0
1889,Mao,556,EEUU,Male,34.0,8,163757.06,1,1.0,1.0,104000.06,10.3,15800947,0
1890,Milne,777,EEUU,Female,58.0,4,0.0,1,1.0,1.0,62449.07,12.8,23441717,1
1891,Andrews,683,Italy,Female,36.0,7,0.0,2,1.0,0.0,104786.59,11.7,18632999,0
1892,Kung,611,EEUU,Male,38.0,7,0.0,1,1.0,1.0,63202.0,10.4,24265367,0
1893,Ojiofor,601,EEUU,Male,29.0,9,0.0,1,1.0,1.0,80393.27,10.3,15367467,0
1894,Liang,520,EEUU,Female,39.0,6,145644.05,1,0.0,0.0,104118.93,11.5,28359925,0
1895,Wallace,822,EEUU,Male,38.0,6,128289.7,3,1.0,0.0,9149.96,10.8,25959960,1
1896,Morley,783,Italy,Female,59.0,9,126224.87,1,1.0,1.0,4423.63,14.0,24138585,0
1897,Okoli,677,EEUU,Female,36.0,7,0.0,1,1.0,0.0,47318.75,9.7,15391783,0
1898,Okwudilichukwu,850,EEUU,Male,36.0,1,104077.19,2,0.0,1.0,68594.0,10.1,16555083,0
1899,Booth,850,Italy,Female,29.0,7,0.0,2,1.0,0.0,23237.25,9.6,28251678,0
1900,Quinones,693,EEUU,Male,21.0,1,0.0,2,1.0,1.0,3494.02,9.5,13729829,0
1901,Okwudiliolisa,633,EEUU,Female,26.0,8,124281.84,1,1.0,1.0,60116.57,8.9,13760917,0
1902,Ts'ao,634,France,Male,74.0,5,108891.7,1,1.0,0.0,10078.02,15.6,19434831,0
1903,Jennings,580,EEUU,Female,23.0,5,113923.81,2,0.0,0.0,196241.43,9.9,13684760,0
1904,Zikoranachidimma,591,EEUU,Female,39.0,4,150500.64,1,1.0,0.0,14928.8,10.7,13187293,0
1905,Sternberg,622,EEUU,Female,32.0,6,169089.38,2,1.0,0.0,101057.95,12.1,16519293,0
1906,Zikoranachidimma,591,EEUU,Male,40.0,2,99886.42,2,1.0,1.0,88695.19,11.8,10107153,0
1907,Bearce,653,France,Male,41.0,1,104584.11,1,1.0,0.0,15126.32,9.9,20833199,1
1908,McKenzie,633,EEUU,Female,37.0,9,156091.97,1,1.0,0.0,72008.61,12.4,18583995,0
1909,Kao,686,France,Female,56.0,5,111642.08,1,1.0,1.0,80553.87,14.9,23916665,0
1910,Trevisano,714,Italy,Male,27.0,3,0.0,3,1.0,1.0,129130.09,11.4,14440835,0
1911,Rahman,710,France,Male,34.0,9,134260.36,2,1.0,0.0,147074.67,10.5,26862107,0
1912,Aitken,547,EEUU,Female,48.0,1,179380.74,2,0.0,1.0,69263.1,11.9,11834033,0
1913,Muravyova,727,EEUU,Male,61.0,0,128213.96,2,1.0,1.0,188729.08,14.0,24515215,1
1914,Abron,512,Italy,Female,46.0,3,0.0,2,1.0,1.0,56408.14,11.5,11272700,0
1915,Gill,494,Italy,Male,67.0,5,0.0,2,1.0,1.0,85890.16,13.2,12844977,0
1916,Tsao,581,EEUU,Female,47.0,1,122949.14,1,0.0,0.0,180251.68,14.6,20585965,1
1917,McGregor,545,EEUU,Male,37.0,3,91184.01,1,1.0,0.0,105476.65,10.8,25674852,0
1918,Shih,528,EEUU,Male,34.0,1,125566.9,1,1.0,1.0,176763.27,10.5,22874963,0
1919,Robertson,632,France,Male,42.0,6,59972.26,2,0.0,1.0,148172.94,11.4,10173601,0
1920,Knox,584,France,Female,31.0,6,152622.34,1,1.0,0.0,99298.8,11.9,12274969,0
1921,Stevenson,743,EEUU,Male,37.0,8,69143.91,2,0.0,1.0,105780.18,11.2,23331360,0
1922,Thorpe,705,EEUU,Male,30.0,1,0.0,1,1.0,1.0,181300.32,12.1,27544240,0
1923,Lionel,593,France,Male,74.0,5,161434.36,2,1.0,1.0,65532.17,13.1,12997333,0
1924,Davison,798,EEUU,Female,60.0,6,96956.1,1,1.0,0.0,31907.44,11.4,15392942,1
1925,Gibson,520,Italy,Male,43.0,7,0.0,2,1.0,1.0,36202.74,10.3,19827833,0
1926,Tan,702,EEUU,Male,40.0,7,145536.9,1,0.0,1.0,135334.24,13.8,14493544,0
1927,Douglas,648,Italy,Male,32.0,8,0.0,1,1.0,0.0,133653.38,11.2,22151751,0
1928,Ch'eng,632,France,Male,65.0,6,129472.33,1,1.0,1.0,85179.48,12.6,21895473,0
1929,Ofodile,568,Italy,Female,36.0,10,153610.61,1,1.0,1.0,54083.8,10.0,13249495,1
1930,Endrizzi,714,Italy,Male,29.0,4,0.0,2,1.0,1.0,37605.9,8.4,19656646,0
1931,Nnamutaezinwa,694,EEUU,Male,36.0,3,97530.25,1,1.0,1.0,117140.41,10.6,22096717,0
1932,Ferri,729,EEUU,Female,36.0,8,109106.8,1,0.0,0.0,121311.12,12.7,27741276,0
1933,Nicholls,669,EEUU,Male,57.0,5,0.0,2,1.0,1.0,56875.76,15.1,20248318,0
1934,Osonduagwuike,712,EEUU,Male,35.0,7,124616.23,1,1.0,1.0,69320.97,9.7,13148699,0
1935,Shaw,549,France,Female,45.0,3,143734.01,2,1.0,1.0,96404.38,11.3,23111271,0
1936,Chukwuemeka,792,EEUU,Male,30.0,8,0.0,2,1.0,0.0,199644.2,11.1,26228403,0
1937,Oliver,555,Italy,Male,33.0,5,127343.4,1,0.0,1.0,121789.3,13.2,27803038,0
1938,Duncan,640,EEUU,Male,28.0,7,0.0,2,1.0,1.0,131097.9,10.8,26898407,0
1939,Rowley,690,Italy,Male,49.0,8,116622.73,1,0.0,1.0,51011.29,14.3,27711422,0
1940,Toscani,777,EEUU,Male,39.0,8,0.0,2,1.0,1.0,18613.52,10.8,14928334,0
1941,Sherman,667,France,Female,42.0,10,64404.26,2,0.0,0.0,26022.37,9.7,20442323,0
1942,Rogova,534,EEUU,Male,41.0,9,0.0,2,1.0,0.0,13871.34,9.7,18859985,0
1943,Hill,614,EEUU,Female,35.0,1,0.0,2,1.0,1.0,3342.62,10.6,17230347,0
1944,Gaffney,604,Italy,Female,34.0,3,0.0,2,1.0,0.0,38587.7,11.4,23278664,0
1945,Nnaemeka,636,EEUU,Female,38.0,1,0.0,1,1.0,0.0,45015.38,11.1,14569013,0
1946,Berry,544,EEUU,Male,48.0,10,78314.63,3,1.0,1.0,103713.93,13.5,20256825,1
1947,Speight,416,EEUU,Male,32.0,0,0.0,2,0.0,1.0,878.87,10.7,26279013,0
1948,Lira,733,Italy,Female,32.0,5,0.0,2,1.0,0.0,131625.14,11.3,17597389,0
1949,Otutodilichukwu,565,EEUU,Female,38.0,5,126645.13,1,1.0,1.0,168303.55,11.7,24473901,0
1950,Arnold,680,EEUU,Male,31.0,9,0.0,2,1.0,0.0,36145.53,12.0,25356170,0
1951,Abramovich,414,EEUU,Male,38.0,8,0.0,1,0.0,1.0,77661.12,11.7,21029845,1
1952,Shao,589,Italy,Female,45.0,1,0.0,1,0.0,0.0,125939.22,13.8,22346283,1
1953,Nkemakolam,608,France,Male,23.0,8,197715.93,2,1.0,1.0,116124.28,8.7,15963142,0
1954,McKenzie,818,EEUU,Female,31.0,1,186796.37,1,0.0,0.0,178252.63,13.4,28020635,0
1955,Lazarev,410,EEUU,Male,33.0,6,125789.69,1,0.0,0.0,66333.56,12.8,15568124,1
1956,Lettiere,577,Italy,Female,40.0,1,0.0,2,1.0,1.0,108787.0,13.3,26590626,0
1957,Pisano,678,Italy,Male,38.0,3,124483.53,1,1.0,0.0,126253.31,12.6,13923558,0
1958,Whitfield,850,France,Female,31.0,3,51293.47,1,0.0,0.0,35534.68,9.3,23589819,0
1959,Ruiz,646,EEUU,Male,52.0,8,59669.43,1,0.0,0.0,172495.81,14.9,25155906,1
1960,Chung,543,France,Male,37.0,8,140894.06,2,1.0,1.0,118059.19,12.8,13388739,0
1961,Tao,633,France,Male,58.0,2,128137.42,2,1.0,0.0,147635.33,14.7,21971111,1
1962,Sung,565,EEUU,Male,49.0,7,0.0,2,1.0,1.0,89609.26,10.9,20808051,0
1963,Lees,679,EEUU,Female,33.0,9,112528.65,2,1.0,0.0,177362.45,14.0,26793867,0
1964,Mazzi,850,EEUU,Male,36.0,3,0.0,2,1.0,0.0,195033.07,12.1,19283993,0
1965,Nebechukwu,658,Italy,Female,32.0,5,145553.07,1,1.0,1.0,31484.76,11.1,15010474,0
1966,Clark,794,Italy,Male,45.0,8,88656.37,2,1.0,0.0,116547.31,14.0,13602483,0
1967,Hill,658,EEUU,Female,35.0,5,126397.66,1,0.0,0.0,156361.58,10.3,11975468,1
1968,Udobata,720,EEUU,Female,37.0,2,120328.88,2,1.0,1.0,138470.21,11.1,11145906,0
1969,Davide,711,EEUU,Male,36.0,9,137688.71,1,1.0,1.0,46884.1,12.1,13266819,0
1970,Chang,643,EEUU,Male,39.0,7,0.0,2,1.0,1.0,170392.59,12.3,26405133,0
1971,Okechukwu,598,Italy,Male,27.0,8,90721.52,2,1.0,0.0,109296.18,12.3,14370674,0
1972,Tu,688,EEUU,Female,32.0,6,123157.95,1,1.0,0.0,172531.23,11.2,10542999,0
1973,Becher,721,France,Female,36.0,3,65253.07,2,1.0,0.0,28737.78,10.8,24271014,0
1974,Dubinina,695,EEUU,Female,42.0,7,121453.63,1,0.0,0.0,46374.64,10.2,27579484,0
1975,Fiorentino,795,France,Female,56.0,9,94348.94,1,1.0,0.0,29239.29,12.5,27866227,1
1976,Cocci,628,France,Female,36.0,3,91286.51,1,1.0,0.0,63085.94,11.2,26377665,0
1977,Armstrong,732,EEUU,Male,62.0,2,0.0,2,1.0,1.0,25438.87,14.5,28878621,0
1978,Tucker,673,Italy,Female,35.0,6,0.0,2,1.0,0.0,98618.79,13.4,28240091,0
1979,Young,588,EEUU,Female,27.0,8,0.0,1,1.0,0.0,20066.38,9.4,17361838,0
1980,Burns,549,Italy,Female,24.0,9,0.0,2,1.0,1.0,14406.41,8.3,12953184,0
1981,Beit,725,Italy,Female,36.0,4,118520.26,1,0.0,0.0,131173.9,10.0,22142607,1
1982,Cameron,429,EEUU,Male,60.0,7,0.0,2,1.0,1.0,163691.48,14.5,13982947,0
1983,Beluchi,745,EEUU,Female,55.0,9,110123.59,1,0.0,1.0,51548.14,13.0,17170436,1
1984,Harrell,626,Italy,Male,62.0,3,0.0,1,1.0,1.0,65010.74,15.0,13466999,0
1985,Zubarev,603,Italy,Female,56.0,5,90778.76,2,1.0,0.0,162223.67,14.5,16524422,1
1986,Booth,550,Italy,Male,45.0,0,0.0,2,0.0,1.0,70399.71,11.9,19727817,0
1987,Chiu,638,Italy,Female,34.0,7,0.0,2,0.0,0.0,3946.29,10.6,26912151,0
1988,Leonard,617,EEUU,Female,79.0,7,0.0,1,1.0,1.0,160589.18,17.9,17360867,0
1989,Efremov,543,Italy,Male,35.0,10,59408.63,1,1.0,0.0,76773.53,12.3,25287965,0
1990,Jen,687,EEUU,Male,38.0,9,122570.87,1,1.0,1.0,35608.88,12.3,10726327,0
1991,Mazzanti,522,France,Female,37.0,3,95022.57,1,1.0,1.0,129107.59,12.7,20700339,0
1992,Sochima,595,Italy,Male,23.0,7,0.0,2,1.0,1.0,168085.97,9.0,19210472,0
1993,Hale,683,France,Female,43.0,4,115888.04,1,1.0,1.0,117349.19,12.0,25484768,1
1994,Carter,774,EEUU,Female,36.0,9,114997.42,1,1.0,0.0,75304.09,10.8,22321455,0
1995,McIntyre,703,EEUU,Female,32.0,6,0.0,2,0.0,0.0,33606.52,10.0,19580948,0
1996,Retana,632,Italy,Male,28.0,7,155519.59,1,1.0,0.0,1843.24,11.3,26267978,0
1997,Buckley,746,Italy,Male,49.0,7,0.0,2,0.0,1.0,10096.25,10.3,28647293,0
1998,Iloerika,692,EEUU,Male,29.0,4,0.0,1,1.0,0.0,76755.99,10.6,10730771,1
1999,Browne,751,EEUU,Male,30.0,3,165257.2,1,0.0,0.0,134822.05,12.7,19135281,0
